카페명,지역,정보등급,블로그총량,스니펫수,카페명포함스니펫,블로거수,최신포스트,지역검색_상호,지역검색_업종,지역검색_주소,스니펫예시
이끼숲소길 카페,사계,low,2402,100,35,95,20260708,이끼숲소길,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 장소로 621,"이끼숲소길 공항으로 바로 가기에는 조금 아쉬워 마지막으로 이끼숲소길에 들렀다. 이끼가 가득한 숲을 테마로 한 카페였는데, 제주다운 분위기를 느끼기에 좋았다. 커피와 함께 나온 망고"
유지커피웍스,제주시내,low,2400,100,99,99,20260707,유지커피웍스,"카페,디저트>카페",제주특별자치도 제주시 오남로 297 유지커피웍스,"ㅋㅋ 유지 커피웍스는 정원이 굉장히 잘 꾸며져 있었어요~ 제주 같기도 하고 일본 같기도 한 느낌이 공존하는 곳이었어요. 야외 테이블도 있는데, 현무암으로 된 테이블과 나무 밑둥으로"
중섭의집,서귀포시내,low,2377,100,100,98,20260626,중섭의 집,"음식점>카페,디저트",제주특별자치도 서귀포시 명동로 26-1,#제주중섭의집 #제주서귀포카페 제주 중섭의 집 제주특별자치도 서귀포시 서귀동 413-3 *영업시간 월... 중섭의 집 주변을 보면 흔한 상가 건물이 수십개가 있어서 이런 공간이 있
숙이네 보리빵,애월,low,2360,100,99,95,20260604,숙이네보리빵,"카페,디저트>베이커리",제주특별자치도 제주시 애월읍 애월로 118,싶다면 숙이네보리빵 주소: 제주 제주시 애월읍 애월로 118 번호: 064-799-1777 시간: 08:00 ~ 17:00 *재료소진... 더 없이 간단한 메뉴판 보리와 쑥 두 종
카페 아일랜드조르바,함덕,low,2358,100,42,94,20251209,아일랜드조르바,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 대수길 9,위치한 아일랜드조르바 카페 바로 옆에는 숙소도 함께 운영중이셨어요. 내부 내부는 아늑하면서도... 위치 및 정보 ◆ 주소 제주특별자치도 제주시 구좌읍 대수길 9 ◆ 영업시간(월~수
비양놀,한림,low,2356,100,100,99,20260707,비양놀,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 한림해안로 311 비양놀,커피도 적당한 산미가 있어 취향에 딱 맞고 스콘까지 맛있었던 '비양놀' 다녀온 내돈내산 후기입니다~ 영업정보 제주 제주시 한림읍 한림해안로 311 비양놀 제주 한림 바다와 비양도가
자키커피,제주시내,low,2297,100,100,98,20260707,자키커피,"음식점>카페,디저트",제주특별자치도 제주시 오현길 82 1층,"아니, 시장안에 있어서 더 돋보이는 느낌이랍니다 자키커피 : 제주시 오현길 82 1층 영업시간 : 월 ~ 토... ^^ 제주 자키커피 내부의 분위기는 이렇답니다 우드톤으로 꾸며져 "
연이네,성산,low,2258,100,100,93,20260410,연이네카페,"음식점>카페,디저트",제주특별자치도 제주시 우도면 우도해안길 662-1 연이네,"나올 때 다시 한번 보는 벽에 있는 사인들... 밥 배부르게 먹고 다시 야외방 탈출하러 고고싱 했다. #2024년07월 , #202407 , #07월일기, #수원밥집 #생선조림 #"
언더라운지 카페,함덕,low,2226,100,17,99,20260624,언더라운지 제주함덕점,"음식점>카페,디저트","제주특별자치도 제주시 조천읍 함덕로 40 5층, 6층",#제주함덕해수욕장카페추천 #제주함덕카페 #언더라운지제주함덕 #제주함덕루프탑카페 #함덕늦게까지하는카페 여전히 뒤에서 포스팅 하는 중 ㅋㅋㅋ 함덕에서 점심을 먹고 바다는 보고 싶은데
제주바움하우스,제주시내,low,2204,100,61,96,20260612,바움하우스,"음식점>카페,디저트",제주특별자치도 제주시 서해안로 448 1층 바움하우스,다음에는 레몬이랑 같이 올 날을 상상하며 또 가고 싶었던 제주여행이었습니다~~ #제주여행 #한림칼국수 #제주운화당 #한성오메기떡 #거북이한과 #제주바움하우스
글로시말차,제주시내,low,2202,100,100,98,20260708,글로시말차,"음식점>카페,디저트",제주특별자치도 제주시 조천읍 조함해안로 112 GLOSSY MATCHA,"제주, 오름 글로시말차 라떼 말차크림딥초코 제주 에이드(뎅유지) 제주 에이드는 뎅유지가 뭔지 잘 몰라 시켜본건데, 상큼하지만 시고 씁쓸한 맛이 강해서 호불호 탈 것 같은 맛이었어요"
딜레탕트,김녕,low,2198,100,100,96,20260322,딜레탕트 베이크,"음식점>카페,디저트",제주특별자치도 제주시 원노형남2길 19 1층,"제주 두쫀쿠 맛집 딜레탕트 웨이팅을 끝내고 드디어 주문과 결제를 할 수 있었습니다. 제주 딜레탕트 두쫀쿠는 한개당 7,400원입니다. 저는 두쫀쿠 2개랑 아이스아메리카노 포장했는데"
웨스트그라운드,협재,low,2184,100,100,99,20260702,웨스트그라운드,"음식점>카페,디저트",제주특별자치도 제주시 한경면 신한로 183-16 웨스트그라운드,그래서 얼마 전 집과 가까운 곳에 위치한 웨스트그라운드 한경면 카페에 가서 제대로된 제주 애플망고... 제주 웨스트그라운드 공간 중 카페와 붙어있는 이곳은 선인장들이 다양하게 심어
아베베-카멜커피,성산,low,2090,100,0,97,20260701,,,,제주 카멜커피 아베베 빵지순례 후기 안녕하세요 호야입니다 카멜커피와 아베베 빵집이 함께 있는 곳이 있어서 점심 먹고 커피 한잔하러 갔어요! 통 유리창 너머로 에메랄드빛 바다가 보였
이녁이랑,조천,low,2022,100,98,97,20260708,이녁이랑,"음식점>카페,디저트","제주특별자치도 제주시 조천읍 조함해안로 59-2 제1동,제2동",함덕여행 #함덕뚜벅이 #함덕뚜벅이여행 #제주아이랑 #제주아이랑가볼만한곳 #함덕키즈카페 #노리파크 #엔폴리우드 #이녁이랑 #함덕맛집 #함덕파스타 #함덕감성카페 #제주여행 #제주2주살
아베베 Abebe,성산,low,2002,100,0,95,20260618,아베베 베이커리 제주,"카페,디저트>베이커리",제주특별자치도 제주시 동문로6길 4 1-3층(일도일동),보정했습니다 아베베 베이커리 제주 - 주소 : 제주도 제주시 동문로6길 4 - 영업시간 : 매일 10:00~21:00 - 주문마감시간 : 매일 20:30 - 연락처 : 0507-1
픽업 카페 애월점,애월,low,1971,100,94,100,20260708,픽업카페 애월점,"카페,디저트>베이커리",제주특별자치도 제주시 애월읍 애월로1길 24-15,제주 픽업카페 애월점에 두 번째로 다녀왔어요. 픽업카페는 제주에서 소금빵으로 유명한 곳인데... 제주 픽업카페가 궁금했던 분들이라면 애월점도 충분히 만족스럽게 다녀올 수 있을 것
오늘도화창 (카페),종달리,low,1957,100,99,98,20260708,오늘도화창,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 월정5길 56 초록지붕 하얀집.,계신다면 오늘 소개할 곳 정말 마음에 드실 거예요 바로 제주 구좌읍 월정리 골목 안에 숨어있는 감성카페 오늘도화창 입니다 카페로 향하는 길부터 뭔가 설레더라구요ㅎㅎ 월정리의 조용한
카페 쉼표,협재,low,1955,100,72,100,20260706,쉼표,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 한림로 359,본점 - 쉼표(카페) - 루나폴 - 메가리조트 제주도 맛집 협재갈치조림구이 운치 본점에서 맛있는 저녁을 먹고 나왔어요 협재 노을이 너무 멋져서 그냥 가기 아쉬워 바로 앞에 위치한
wiee 카페,애월,low,1951,100,11,98,20260701,위이,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,잔말 말고 제가 제주도 여행 중에 제일 좋았던 순간이 언제냐 하면 저는 제주 위이 Wiee 카페! 여기를 꼽을 것 같아요 정말 너무너무 좋았거든요 여기는 예전부터 가고 싶었던 카페
홀츠,제주시내,low,1926,100,100,97,20260707,홀츠 애월,"카페,디저트>베이커리",제주특별자치도 제주시 애월읍 하소로 681-13 나동,달래서 제주 당동에서 나왔다 그리고 숙소 옆에 있었던 #홀츠애월 커피도 맛있었는데 이것저것 식료품... 꼽자면 #제주당동 그리고 #제주홀츠애월 여기 근처만 가면 정말 독일같은 느낌
네이키드,기타,low,1925,100,100,95,20260705,네이키드,"음식점>카페,디저트",제주특별자치도 제주시 광양13길 4 1층,좋을 듯했다 먹보공주 평 제주 시청 내의 꽤 감성 있었던 카페 음료 양이 적은 편이라 아쉬웠고 그냥저냥 평범하게 이용하긴 괜찮았다 네이키드 제주 제주시 광양 13길 4 1층 영업시
모들공간,월정리,low,1923,100,61,93,20260707,모들공간,숙박>게스트하우스,제주특별자치도 제주시 구좌읍 월정1길 66-5 모들공간,"모들공간 제주 동쪽 게스트하우스 모들공간 혼자여행 게하 추천 내돈내산 Copyright 2025 ⓒ 져니 All Rights... 혼자 시키기 너무 많구,, 혼밥 안되는곳도 많고,"
유동커피소금공장,제주시내,low,1921,100,99,96,20260706,유동커피 소금공장점,"음식점>카페,디저트",제주특별자치도 제주시 용마서1길 30 1층 유동커피 소금공장점,"안가본 유동커피 소금공장점을 이번에 큰맘 먹고 처음 가봤답니다. 소금빵이랑 소금우유라떼가 워낙 유명하다길래 오며 가며 늘 궁금했었는데, 드디어 가본다는 생각에 가는 길부터 괜히 마"
애월 아씨시,애월,low,1908,100,0,97,20260706,,,,생일날 오랜만에 여유로운 시간을 보내고 저녁 약속 장소에 가기 전 예전부터 가보고 싶었던 제주 케이크 맛집 애월 아시시 카페에 다녀왔었다. 다른 디저트가 아닌 오직 티라미수 케이크
델문도 김녕점,김녕,low,1900,100,99,95,20260707,델문도 김녕점,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 140,제주 카페 제주 동쪽 카페 델문도 김녕점 주차장O 제주 여행 첫날부터 날씨가.. 이런날은 그냥 맛있는거... 주문도 가능해서 좋았어요!ㅎㅎㅎ 빵은 오후 좀 늦게 가서 많이 빠지긴
델문도김녕점,김녕,low,1900,100,99,95,20260707,델문도 김녕점,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 140,제주 카페 제주 동쪽 카페 델문도 김녕점 주차장O 제주 여행 첫날부터 날씨가.. 이런날은 그냥 맛있는거... 주문도 가능해서 좋았어요!ㅎㅎㅎ 빵은 오후 좀 늦게 가서 많이 빠지긴
달콤아재,우도,low,1851,100,100,99,20260706,달콤아재,"음식점>카페,디저트",제주특별자치도 제주시 우도면 우도해안길 810 하고수동 해수욕장 앞,우도 원조 땅콩아이스크림 맛집 우도여행 기념품 찾고 계시다면 ‘달콤아재’ 꼭 한번 들러보세요-! #제주여행 #제주가볼만한곳 #우도여행 #우도가볼만한곳 #우도땅콩아이스크림 #우도기념
카페루시아,제주시내,low,1847,100,99,96,20260705,카페루시아 본점,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 난드르로 49-17,제주 카페루시아 유채꽃 뷰포인트 제주도 서귀포 가볼만한곳 제주 카페루시아 유채꽃 뷰포인트 제주도... 제주 카페루시아 중심으로 이어진 하루 코스 정리해보려고 합니다. 1. 박수기정
자드부팡,조천,low,1839,100,100,99,20260621,자드부팡,"음식점>카페,디저트",제주특별자치도 제주시 조천읍 북흘로 385-216,카페 정보 상호: 자드부팡 (Jas de Bouffan) 주소: 제주 제주시 조천읍 북흘로 385-216 운영시간: 월~금 11:00~17... 특히 제주 중산간 기후를 잘 활용해
위이 (WIEE),위미,low,1814,100,100,97,20260701,위이,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 신화역사로682번길 12,이번 제주 여행 중 꼭 가보고 싶었던 위시리스트 카페를 다녀왔읍니다 서귀포 카페 위이 wiee 위이는 와인의 wi와 커피의 ee를 조합한 이름으로 와인과 커피가 함께 있는 공간이라
베릴(베릴카페),한림,low,1811,100,100,99,20260707,베릴,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 협재1길 19-8 1층,뷰가 참 예뻤던 요즘 인스타 핫플 카페로 인정하는 제주도 서쪽 협재 해변 부근의 베릴 그리고 제주 감성 낭낭한 배경. 경치 좋은 카페로 빼놓을 수 없는게 또 오설록 아이겠나요 나는
카멜커피 제주점,월정리,low,1797,100,100,98,20260706,카멜커피 제주점,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 해맞이해안로 617-3 C동,코난비치 뷰맛집 카멜커피 제주점 주소: 제주 제주시 구좌읍 해맞이해안로 617-3 위치: 코난비치에 위치하고 있으며 제주공항에서부터 차로 1시간 정도 소요됩니다. 영업시간: 월화수
목장카페 밭디,서귀포시내,low,1785,100,99,98,20260707,목장카페 밭디,"음식점>카페,디저트",제주특별자치도 서귀포시 표선면 번영로 2486,실제 다녀온 일정 그대로 정리해 두었답니다 :) ▼ 제주 가족여행 기록 보러 가기 ▼ ️ 제주 가족여행 첫째 날 ️ 제주 가족여행 둘째 날 #제주승마체험 #목장카페밭디 #제주목장카
카페이때,위미,low,1780,100,0,76,20260703,이때,"음식점>카페,디저트",제주특별자치도 서귀포시 대정읍 최남단해안로29번길 10 1~3층,TV #제주카페임대 #제주도카페창업 #저지리카페 #환상숲카페 #제주소품샵 #제주투잡공간 #제주카페매물 #제주상가임대 #제주코리아부동산 #제주코리아공인중개사사무소 #곶자왈카페...
빌레못 카페,곽지,low,1764,100,27,84,20260707,빌레못,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 곽납로 133-7,"시간이 남아 어디를 갈까 검색하다가 운전해서 갈 만한 적당한 위치에, 수플레를 파는 카페가 있어 찾아왔다. 제주 빌레못 카페. 빌레못 검색하니, 동굴과 평야도 나오더라. 평평한 암"
카페물결,제주시내,low,1759,100,37,97,20260629,정오의물결,"음식점>카페,디저트",제주특별자치도 서귀포시 법환동로 38 1층 정오의 물결,카페 물결'은 제주 공항 근처에 위치하고 있어서 도착했을 때나 출발할 때 방문하셔도 좋을 것 같아요. 저희는 저녁 먹기 전에 들려서 조각 케이크와 차를 마시며 들뜬 당일치기 제주
소사오름,한림,low,1752,100,97,98,20260401,소산오름,"여행,명소>오름",제주특별자치도 제주시 아라일동 산31,한다 제주 소사오름 사진·글·영상 ⓒ 꿀잠 주소 제주 제주시 한림읍 금능길 61 소사오름 금능리 1393 주차장 길가 주차 휴무일 연중무휴 영업시간 오픈 시간 10시 마감시간 18
